filename;DISORDER;core_All_Metals;core_Open_Metal_Sites;temperature_Celsius;time_h;Yield_Percent;metal_ele1;metal_os1;counterions1;metal_ele2;metal_os2;counterions2;metal_ele3;metal_os3;counterions3;metal_ele4;metal_os4;counterions4;metal_ele5;metal_os5;counterions5;solvent1;solvent2;solvent3;solvent4;solvent5;additive1;additive2;additive3;additive4;additive5;other1;other2;other3;other4;other5;other6;other7;other8
DUJRAD_clean;;Cu,Ba;Cu,Ba;100;60;;Cu;2;;Ba;2;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
HIFGIO_SL;;Zn; ;100;60;∼56;Zn;2;;;;;;;;;;;;;;6228;702;;;;14798;;;;;;;;;;;;
HUTTIA_clean;;Zn;Zn;100;60;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ORUKOD_clean;;Ba;Ba;100;60;40;Ba;2;;;;;;;;;;;;;;962;6228;702;;;313;;;;;;;;;;;;
AVESUR_clean;;Cd;Cd;100;72;69;Cd;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
BAFCAP_clean;;Zn;Zn;100;72;36;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
BURQIQ_clean;;Cd,Na;Cd,Na;100;72;60;Cd;2;;Na;1;;;;;;;;;;;6228;;;;;14798;;;;;;;;;;;;
CUKXAJ_clean;;Cd; ;100;72;;Cd;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
CUKXIR_clean;;Mn;Mn;100;72;;Mn;2;;;;;;;;;;;;;;962;6228;;;;313;;;;;;;;;;;;
ELOZIQ_clean;DISORDER;Cd;Cd;100;72;65;Cd;2;;;;;;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
GAJVEU_charged;;Zn; ;100;72;;Zn;2;;;;;;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
GAJVIY_charged;;Zn;Zn;100;72;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
HIHGEM_manual;;Si,Er;Er;100;72;23;Si;-1;;Er;3;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
HOZFEJ_clean;;Li; ;100;72;;Li;1;;;;;;;;;;;;;;31275;887;;;;;;;;;;;;;;;;
HUNFIH_clean;;Ni,V;Ni,V;100;72;65;Ni;2;;V;2;;;;;;;;;;;962;;;;;944;;;;;;;;;;;;
HUNFON_clean;;Zn,V;Zn,V;100;72;55;Zn;2;;V;2;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
HUVNAP_clean;DISORDER;Ba,Fe;Ba,Fe;100;72;31;Ba;2;;Fe;3;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
KITCAT_clean;;Ag,K;Ag,K;100;72;40;Ag;1;;K;1;;;;;;;;;;;8028;;;;;;;;;;;;;;;;;
LAHTUM_clean;;Cd;Cd;100;72;∼45;Cd;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
LAHVAU_clean;;Cd;Cd;100;72;∼40;Cd;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
LOXBEH_clean;;Cd;Cd;100;72;42;Cd;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
NAYZUK_SL;;In; ;100;72;75;In;3;;;;;;;;;;;;;;962;6342;;;;14798;;;;;;;;;;;;
OHIHET_clean;;Zn; ;100;72;44;Zn;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
OQUCOU_clean;;Cd;Cd;100;72;35;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
OWUWOU_clean;;Cd,Fe;Cd;100;72;28;Cd;2;;Fe;3;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
QAGQEW_clean;;Cd;Cd;100;72;76;Cd;2;;;;;;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
QIVZEC_clean;;Zn; ;100;72;;Zn;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
SAMVIO_clean;DISORDER;Mn; ;100;72;;Mn;2;;;;;;;;;;;;;;31374;887;;;;176;;;;;;;;;;;;
SOBZEQ_clean;;Ca,Cd;Ca;100;72;45;Ca;2;;Cd;2;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
VAGBEN_clean;;Cu,Gd;Gd;100;72;;Cu;1;;Gd;3;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
VAGBOX_clean;;Cu,Gd;Cu,Gd;100;72;;Cu;1;;Gd;3;;;;;;;;;;;962;702;;;;;;;;;;;;;;;;
WOPGOZ_clean;DISORDER;Co;Co;100;72;35.2;Co;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
XEYMAR_clean;;Cu,Mn;Cu,Mn;100;72;15;Cu;1;;Mn;2;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
XICDUI_charged;;Cu; ;100;72;40;Cu;1;;;;;;;;;;;;;;241;6212;;;;;;;;;;;;;;;;
XUGSID_clean;;Co;Co;100;72;;Co;2;;;;;;;;;;;;;;962;6228;;;;8471;;;;;;;;;;;;
XULVAD_clean;;Gd,Mn;Mn;100;72;56.8;Gd;3;;Mn;2;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
VOXQOQ_clean;;Zn;Zn;100;80;;Zn;2;;;;;;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
CABDER_clean;;Cd; ;100;96;55;Cd;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
EGABAR_clean;DISORDER;Cd; ;100;96;∼50;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
VAGBUD_clean;;Cu,Gd;Cu,Gd;100;96;;Cu;1;;Gd;3;;;;;;;;;;;962;31275;;;;;;;;;;;;;;;;
IBUBAL_clean;;Cd;Cd;100;120;45;Cd;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
KAKBUW_clean;;Ca;Ca;100;120;70;Ca;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
KAKCAD_clean;;Sr;Sr;100;120;75;Sr;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
KAKCEH_clean;;Ba;Ba;100;120;90;Ba;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
PARSAF_clean;DISORDER;Ca,In;Ca,In;100;120;75;Ca;2;;In;3;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
PARSEJ_clean;DISORDER;Sr,In;Sr,In;100;120;82;Sr;2;;In;3;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
TAGTIH_clean;;Mg;Mg;100;120;;Mg;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
UMIGAA_clean;;Zn,Co;Zn,Co;100;120;50;Zn;2;;Co;2;;;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
UYAMOY_clean;DISORDER;Cd;Cd;100;120;37;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
XASNUD_clean;;Zn;Zn;100;120;65;Zn;2;;;;;;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
XASPEP_clean;;Zn;Zn;100;120;;Zn;2;;;;;;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
IBUBIT_clean;;Zn;Zn;100;144;53;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
SAMVEK_clean;;Mn; ;100;144;;Mn;2;;;;;;;;;;;;;;31374;887;;;;176;;;;;;;;;;;;
UYAMIS_clean;DISORDER;Cd;Cd;100;144;45;Cd;2;;;;;;;;;;;;;;31275;6228;;;;;;;;;;;;;;;;
ZEZPAX01_clean;;Dy;Dy;100;144;;Dy;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
BINSAU_clean;;Mn;Mn;100;168;23;Mn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ORUKET_clean;;Mg;Mg;100;192;;Mg;2;;;;;;;;;;;;;;962;702;31374;;;313;;;;;;;;;;;;
VEHROR_charged;;La; ;102;48;60;La;3;;;;;;;;;;;;;;962;;;;;944;;;;;;;;;;;;
VEGMIE01_charged;;Co;Co;102;72;;Co;2;;;;;;;;;;;;;;12051;;;;;;;;;;;;;;;;;
MUNDEG_clean;;Cu;Cu;105;12;76;Cu;1;;;;;;;;;;;;;;31275;6228;;;;944;;;;;;;;;;;;
QUDGED_clean;;Zn;Zn;105;18;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ADASUV_clean;;Co;Co;105;23;;Co;2;;;;;;;;;;;;;;6228;13387;;;;;;;;;;;;;;;;
CUTBIE_clean;;La;La;105;24;67;La;3;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
EXOFIH_clean;;In; ;105;36;30;In;3;;;;;;;;;;;;;;702;31374;;;;944;;;;;;;;;;;;
YIJYUN_clean;;Zn;Zn;105;60;36.3;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
ALIXOJ_clean;;Ni;Ni;105;72;69;Ni;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
LAQZOV_clean;;Ce;Ce;105;72;;Ce;3;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
LAZHUR_clean;;Co;Co;105;72;64;Co;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
NUCPEI_clean;;Zn;Zn;105;72;;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
NUCPIM_clean;DISORDER;Zn;Zn;105;72;;Zn;2;;;;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
UWALEL_clean;;Cu;Cu;105;72;;Cu;2;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
XORHET_clean;;Co;Co;105;72;69;Co;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
CORZIU_clean;;In;In;105;96;61;In;1;;;;;;;;;;;;;;6228;12051;;;;284;;;;;;;;;;;;
VEHRIL_clean;;Sm;Sm;107;48;30;Sm;3;;;;;;;;;;;;;;962;;;;;944;;;;;;;;;;;;
FORXAM_clean;DISORDER;Zn;Zn;110;14;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
GIQZIQ_clean;;Mg;Mg;110;24;73.5;Mg;2;;;;;;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
LEVNOQ_clean;;Mg;Mg;110;24;64.2;Mg;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
OMAMEU_clean;;Zn;Zn;110;26;;Zn;2;;;;;;;;;;;;;;962;;;;;1004;;;;;;;;;;;;
FORXIU_clean;DISORDER;Zn;Zn;110;32;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
GOBTAT_clean;DISORDER;Co; ;110;36;;Co;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
AKEDIF_clean;;Zn; ;110;48;72;Zn;2;;;;;;;;;;;;;;12051;;;;;14798;;;;;;;;;;;;
KUHNIM_clean;;Zn;Zn;110;48;57;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
UYOFIY_clean;;Tb;Tb;110;48;62;Tb;3;;;;;;;;;;;;;;962;702;;;;8471;;;;;;;;;;;;
ZOFZIF_clean;;Mn;Mn;110;48;;Mn;2;;;;;;;;;;;;;;6228;;;;;176;;;;;;;;;;;;
ZOFZOL_clean;;Co;Co;110;48;;Co;2;;;;;;;;;;;;;;12051;;;;;176;;;;;;;;;;;;
EREGOY_clean;;Cd;Cd;110;72;82;Cd;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
ETEMIB_clean;;Co;Co;110;72;;Co;2;;;;;;;;;;;;;;962;6228;;;;14798;;;;;;;;;;;;
PAFMUH_clean;;Cd;Cd;110;72;47;Cd;2;;;;;;;;;;;;;;962;887;;;;14798;;;;;;;;;;;;
PORLAL_clean;;Gd;Gd;110;72;70;Gd;3;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
QUNWAZ_clean;;Zn;Zn;110;72;58;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
TOHYUM_clean;;Zn;Zn;110;72;54;Zn;2;;;;;;;;;;;;;;31374;;;;;944;;;;;;;;;;;;
VIVLAP_clean;;Tb;Tb;110;72;65;Tb;3;;;;;;;;;;;;;;962;6228;;;;944;;;;;;;;;;;;
VOGTIV_clean_h;;Mg;Mg;110;72;;Mg;2;;;;;;;;;;;;;;8028;;;;;;;;;;;;;;;;;
WIRKOZ_clean;;Zn;Zn;110;72;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
WIRMOB_clean;;Zn;Zn;110;72;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
XUKNIC_clean;;Zn;Zn;110;80;;Zn;2;;;;;;;;;;;;;;962;;;;;944;;;;;;;;;;;;
KEVVIS_clean;;Co;Co;110;96;;Co;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
REDYEG_clean;;Zn; ;110;96;45;Zn;2;;;;;;;;;;;;;;887;;;;;;;;;;;;;;;;;
ADASIJ_clean;;Cu;Cu;115;23;;Cu;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
DUNYOC_clean;DISORDER;Zn;Zn;115;72;50;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
ZUQMAB_clean;;Co; ;115;96;69;Co;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
BUXZAX_clean;;Fe,Hf;Fe,Hf;120;12;49;Fe;3;;Hf;4;;;;;;;;;;;6228;12051;180;;;243;;;;;;;;;;;;
LUYSOP_clean;;Co; ;120;12;;Co;2;;;;;;;;;;;;;;6228;;;;;176;313;;;;;;;;;;;
SONTIZ_clean;;Tb;Tb;120;20;;Tb;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
SONTOF_clean;;Dy;Dy;120;20;;Dy;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
WAGQAY_clean;DISORDER;Ni;Ni;120;20;54;Ni;2;;;;;;;;;;;;;;6228;12051;;;;;;;;;;;;;;;;
XARPAK_clean;;Cu;Cu;120;20;43.0;Cu;2;;;;;;;;;;;;;;13387;13387;;;;;;;;;;;;;;;;
XIFHIF_clean;;Tb;Tb;120;21;49;Tb;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
COXQUB_clean;;Cd;Cd;120;24;57;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
FECYOD_clean;DISORDER;Zn;Zn;120;24;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
HUSJUC_clean;;La; ;120;24;60;La;3;;;;;;;;;;;;;;6228;;;;;313;;;;;;;;;;;;
IMIDZB10_clean;;Zn; ;120;24;;Zn;2;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
KUSQUM_clean;DISORDER;Cd,Cu;Cd,Cu;120;24;∼57;Cd;2;;Cu;2;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
PODXEN_clean;;Zn;Zn;120;24;64;Zn;2;;;;;;;;;;;;;;679;962;6228;887;;8471;;;;;;;;;;;;
QEVKOS_clean;;W,Cu; ;120;24;25;W;6;;Cu;1;;;;;;;;;;;6342;;;;;;;;;;;;;;;;;
REYCEF_clean;;Zn;Zn;120;24;69;Zn;2;;;;;;;;;;;;;;962;6342;;;;313;;;;;;;;;;;;
TIRRIW_clean;;Co; ;120;24;;Co;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
TUBJAD_clean;;Cu;Cu;120;24;55;Cu;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
XUKHUI_clean;;Zn;Zn;120;24;78;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
ZOZPUB_clean;;Co;Co;120;36;;Co;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
HUVHOX_clean;;Zn;Zn;120;40;43;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
WEZCIO_clean;;La,Co;Co;120;45;;La;3;;Co;2;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
BEDYEQ_clean;;Zr,Fe;Zr,Fe;120;48;46;Zr;4;;Fe;3;;;;;;;;;;;31374;;;;;243;;;;;;;;;;;;
CIFMIP_clean;;Co;Co;120;48;;Co;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
EHODOV_SL;;In; ;120;48;75;In;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
HISGAT_clean;;K;K;120;48;41.26;K;1;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
HOXRUJ_clean;DISORDER;Eu,K;K;120;48;56;Eu;3;;K;1;;;;;;;;;;;962;;;;;313;;;;;;;;;;;;
ILIMOH_clean;;Ni; ;120;48;;Ni;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
ILIMUN_clean;;Ni; ;120;48;;Ni;2;;;;;;;;;;;;;;6342;887;;;;;;;;;;;;;;;;
KETHEY02_clean;;Cd;Cd;120;48;75;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
KOLWEO_clean;;Ni; ;120;48;;Ni;2;;;;;;;;;;;;;;12051;;;;;;;;;;;;;;;;;
OJIDAN_clean;;Sc;Sc;120;48;71;Sc;3;;;;;;;;;;;;;;962;6228;8028;6344;;944;;;;;;;;;;;;
OLEKUM_manual;;Zn;Zn;120;48;;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
SARMOO_clean;;Eu;Eu;120;48;47;Eu;3;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
SOJTOC_clean;;Zn,K;Zn,K;120;48;∼49;Zn;2;;K;1;;;;;;;;;;;962;702;;;;;;;;;;;;;;;;
TIXVON_clean;;Mg;Mg;120;48;63;Mg;2;;;;;;;;;;;;;;31374;962;;;;14798;;;;;;;;;;;;
VAMQIJ_clean;DISORDER;V; ;120;48;;V;5;;;;;;;;;;;;;;962;;;;;1004;;;;;;;;;;;;
WIJXEU_clean;;Zn;Zn;120;48;20;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
WOPHEQ_clean;;Co; ;120;48;60.0;Co;2;;;;;;;;;;;;;;962;6228;;;;944;;;;;;;;;;;;
XOTSIK_clean;;Cd;Cd;120;48;40;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
YOYYUI_clean;DISORDER;Zn;Zn;120;48;28;Zn;2;;;;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
GUJTOV_clean;;Mo,Cu;Mo,Cu;120;66;30;Mo;6;;Cu;2;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
ATIBOU02_clean;;Mn; ;120;72;73;Mn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
COPXOV_clean;;Co; ;120;72;;Co;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
DADXUE_clean;DISORDER;Cd;Cd;120;72;84;Cd;2;;;;;;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
EYULOA_clean;;Co; ;120;72;61;Co;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
FIHRIZ_clean;;Ni; ;120;72;80;Ni;2;;;;;;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
FURFIJ_clean;;Cd;Cd;120;72;43;Cd;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
FURFOP_clean;;Zn; ;120;72;54;Zn;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
GERWOR_charged;;Cd,Si; ;120;72;29;Cd;2;;Si;-1;;;;;;;;;;;6228;;;;;313;;;;;;;;;;;;
GEVYEN_clean;;Zn; ;120;72;;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
GEZRAG_clean;;Co;Co;120;72;60;Co;2;;;;;;;;;;;;;;887;;;;;;;;;;;;;;;;;
HAPGIR_clean;;Mn;Mn;120;72;28;Mn;2;;;;;;;;;;;;;;6342;6228;;;;;;;;;;;;;;;;
HAWGIX_charged;;Cd; ;120;72;38;Cd;2;;;;;;;;;;;;;;962;887;;;;;;;;;;;;;;;;
HOXSUK_clean;;Ni;Ni;120;72;47;Ni;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
IYOQIY_clean;;Cd;Cd;120;72;55;Cd;2;;;;;;;;;;;;;;962;6228;702;;;944;14798;;;;;;;;;;;
IZIGUV_clean;;In;In;120;72;∼75;In;3;;;;;;;;;;;;;;962;6228;;;;284;;;;;;;;;;;;
KUKPOX_clean;;Cu;Cu;120;72;;Cu;2;;;;;;;;;;;;;;962;31275;6228;;;;;;;;;;;;;;;
KUKPUD_clean;DISORDER;Cu;Cu;120;72;;Cu;2;;;;;;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
LALFEL_clean;;Cd;Cd;120;72;;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
LAWHUP_clean;;Cd; ;120;72;80;Cd;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
MEJQEZ_clean;;Zn; ;120;72;60;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
MEJQID_clean;;Zn; ;120;72;70;Zn;2;;;;;;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
MEJQOJ_clean;;Zn; ;120;72;75;Zn;2;;;;;;;;;;;;;;887;13387;;;;;;;;;;;;;;;;
NAWKII_clean;;Mg;Mg;120;72;;Mg;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
NOBVOR_clean;;Co; ;120;72;35;Co;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
NOHQEI_clean;DISORDER;In; ;120;72;86;In;3;;;;;;;;;;;;;;12051;;;;;;;;;;;;;;;;;
NOQLOV01_charged;;In; ;120;72;56;In;3;;;;;;;;;;;;;;962;;;;;313;971;3301;;;;;;;;;;
NORJEL_clean;;Cd;Cd;120;72;49;Cd;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
OKIZIT_clean;DISORDER;Co; ;120;72;65;Co;2;;;;;;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
OYEBIE_clean;;Zn; ;120;72;52.23;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
PIBGAK_clean;;Eu;Eu;120;72;56;Eu;3;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
PUZLAZ_clean;;In; ;120;72;;In;3;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
QASTUC_clean;;Mn; ;120;72;23;Mn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
QIRWAR_clean;;Cu;Cu;120;72;;Cu;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
REYCOP_clean;;Zn;Zn;120;72;65;Zn;2;;;;;;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
RUVBOB_clean;;Cd; ;120;72;;Cd;2;;;;;;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
SARMEE_clean;;Eu;Eu;120;72;49;Eu;3;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
TEJBAN_clean;;Eu; ;120;72;47;Eu;3;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
TEJLOL_clean;;Cd;Cd;120;72;60;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
TETZEZ_clean;;Zn;Zn;120;72;58;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
TETZID_clean;;Cd; ;120;72;45;Cd;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
UQEGEE_clean;DISORDER;Mo,V,Co;Mo,V,Co;120;72;;Mo;6;;V;2;;Co;2;;;;;;;;962;;;;;313;;;;;;;;;;;;
UQEGII_clean;;Mo,Ni,V;Mo,Ni,V;120;72;;Mo;2;;Ni;2;;V;4;;;;;;;;962;;;;;313;;;;;;;;;;;;
VAGTAA_clean;;Mg;Mg;120;72;;Mg;2;;;;;;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
VAQSEO_clean;;Cd;Cd;120;72;42;Cd;2;;;;;;;;;;;;;;962;6228;;;;14798;;;;;;;;;;;;
VIPXUO_clean;;Co;Co;120;72;53;Co;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
WEGDIX_charged;;Cd;Cd;120;72;30;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
WODREO_clean;DISORDER;Co;Co;120;72;;Co;2;;;;;;;;;;;;;;1049;6228;679;;;;;;;;;;;;;;;
YOKKIU_clean;;Co;Co;120;72;26;Co;2;;;;;;;;;;;;;;702;887;;;;;;;;;;;;;;;;
YOYBUL_clean;;Zn; ;120;72;;Zn;2;;;;;;;;;;;;;;962;702;31374;;;;;;;;;;;;;;;
EVADIQ_clean;;Dy;Dy;120;96;;Dy;3;;;;;;;;;;;;;;962;6228;679;;;;;;;;;;;;;;;
FEJDEE_clean;;Zn;Zn;120;96;87;Zn;2;;;;;;;;;;;;;;962;1045;;;;3084169;;;;;;;;;;;;
HEKTUO01_clean;;Cd;Cd;120;96;43;Cd;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
JUSBAC_clean;;Cd;Cd;120;96;33;Cd;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
NEVJEF_clean;;Cd;Cd;120;96;64;Cd;2;;;;;;;;;;;;;;962;8028;;;;14798;;;;;;;;;;;;
NEVJOP_clean;;Zn;Zn;120;96;67;Zn;2;;;;;;;;;;;;;;962;8028;;;;14798;;;;;;;;;;;;
UWELIS_clean;;Zn;Zn;120;96;;Zn;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
IQECIS_clean;;Co; ;120;120;;Co;2;;;;;;;;;;;;;;31374;887;;;;28118;;;;;;;;;;;;
MAZSUD_clean;;Zn; ;120;120;83;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
OBIBAF_clean;;Mg;Mg;120;120;35;Mg;2;;;;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
OBIBEJ_clean;;Ca;Ca;120;120;82;Ca;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
OBIBOT_clean;;Ba;Ba;120;120;23;Ba;2;;;;;;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
RIPWEU_clean;DISORDER;W,Na,Mn,Sm,K;W,Na,Mn,Sm,K;120;120;35;W;6;;Na;1;;Mn;2;;Sm;3;;K;1;;962;;;;;;;;;;;;;;;;;
RIPWIY_clean;;W,Na,Sm,K;W,Na,Sm,K;120;120;38;W;5;;Na;1;;Sm;3;;K;1;;;;;962;;;;;;;;;;;;;;;;;
TAGTUT_clean;;Mg;Mg;120;120;;Mg;2;;;;;;;;;;;;;;31374;;;;;;;;;;;;;;;;;
TAGVAB_clean;;Mg;Mg;120;120;;Mg;2;;;;;;;;;;;;;;702;;;;;;;;;;;;;;;;;
VEHLEA_clean;;Zn; ;120;120;;Zn;2;;;;;;;;;;;;;;1049;962;174;;;;;;;;;;;;;;;
VEHLIE_clean;;Zn; ;120;120;;Zn;2;;;;;;;;;;;;;;1049;962;174;;;;;;;;;;;;;;;
YOVNUU_clean;DISORDER;Ni; ;120;120;35;Ni;2;;;;;;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
